# EXAFS scan at P64 beamline
# Scan time - 300.66 s
# Scan mode - continuous
# 
# 1 - Monochromator position, eV
# 2 - mu transmition sample
# 3 - mu transmition reference
# 4 - mu fluorescence
# 5 - Undulator position, eV
# 6 - i_0
# 7 - i_1
# 8 - i_2
# 9 - i_pips
# 10 - timestamp, s
# 
8.779379711811219750e+03 2.849085221063587525e+00 -2.183598361063851190e+00 2.353594047714504308e-03 8.886668945312500000e+03 2.889198333333333358e+04 1.672766666666666652e+03 1.485114999999999964e+04 6.800000000000000000e+01 1.521557809620387077e+09
8.779931859001439079e+03 2.847875097721251247e+00 -2.216100060193078480e+00 2.350986088846530181e-03 8.886668945312500000e+03 2.892403333333333285e+04 1.676650000000000091e+03 1.537738333333333321e+04 6.800000000000000000e+01 1.521557809759130001e+09
8.780524846071806678e+03 2.847942544367972229e+00 -2.229981006160108858e+00 2.353986487655994764e-03 8.887984375000000000e+03 2.888716666666666788e+04 1.674400000000000091e+03 1.557139999999999964e+04 6.800000000000000000e+01 1.521557809890135050e+09
8.780972604379498080e+03 2.847084383333139179e+00 -2.257344832183064032e+00 2.345315519665585463e-03 8.887984375000000000e+03 2.899396666666666715e+04 1.682033333333333303e+03 1.607633333333333394e+04 6.800000000000000000e+01 1.521557809996145964e+09
8.781458221709923237e+03 2.845944214526824556e+00 -2.257808144014818552e+00 2.355131965317218412e-03 8.887984375000000000e+03 2.887311666666666497e+04 1.676933333333333394e+03 1.603501666666666642e+04 6.800000000000000000e+01 1.521557810127228022e+09
8.781938702094281325e+03 2.845619268181864392e+00 -2.271334988705189240e+00 2.350081504052162380e-03 8.889299804687500000e+03 2.893516666666666788e+04 1.681083333333333258e+03 1.629361666666666679e+04 6.800000000000000000e+01 1.521557810249213934e+09
8.782404403009908492e+03 2.844585387900815387e+00 -2.272647042707021114e+00 2.355875831485587744e-03 8.889299804687500000e+03 2.886400000000000000e+04 1.678683333333333394e+03 1.629171666666666715e+04 6.800000000000000000e+01 1.521557810370182037e+09
8.782907237474000794e+03 2.843869105787616203e+00 -2.276099189453230309e+00 2.347193665338507835e-03 8.890617187500000000e+03 2.897076666666666642e+04 1.686099999999999909e+03 1.642028333333333285e+04 6.800000000000000000e+01 1.521557810478226900e+09
8.783401970045628332e+03 2.843786743687053864e+00 -2.272688934427391505e+00 2.350709764548761412e-03 8.890617187500000000e+03 2.892743333333333430e+04 1.683716666666666697e+03 1.634125000000000000e+04 6.800000000000000000e+01 1.521557810622204065e+09
8.783923465157713508e+03 2.843127913752577118e+00 -2.272632217147514400e+00 2.359827408701285160e-03 8.890617187500000000e+03 2.881566666666666788e+04 1.678316666666666606e+03 1.628791666666666606e+04 6.800000000000000000e+01 1.521557810734795094e+09
8.784344118707354937e+03 2.843454866820251059e+00 -2.265788958538974551e+00 2.342885953135390338e-03 8.891935546875000000e+03 2.902403333333333285e+04 1.689900000000000091e+03 1.628848333333333358e+04 6.800000000000000000e+01 1.521557810856164932e+09
8.784867209739062673e+03 2.842959373778453980e+00 -2.268614532628171254e+00 2.342984169351814468e-03 8.891935546875000000e+03 2.902281666666666570e+04 1.690666666666666742e+03 1.634198333333333358e+04 6.800000000000000000e+01 1.521557810977216005e+09
8.785311700577325610e+03 2.842018320641036766e+00 -2.262090847377697056e+00 2.358652816133185483e-03 8.891935546875000000e+03 2.883001666666666642e+04 1.681016666666666652e+03 1.614304999999999927e+04 6.800000000000000000e+01 1.521557811092353106e+09
8.785791118407511021e+03 2.841657654404051048e+00 -2.262143344021312785e+00 2.355976500289300082e-03 8.893251953125000000e+03 2.886276666666666642e+04 1.683533333333333303e+03 1.616806666666666752e+04 6.800000000000000000e+01 1.521557811217072010e+09
8.786289144963036961e+03 2.840908176665220886e+00 -2.264127579601770357e+00 2.361225892925350629e-03 8.893251953125000000e+03 2.879859999999999854e+04 1.681049999999999955e+03 1.617628333333333285e+04 6.800000000000000000e+01 1.521557811328250885e+09
8.786745657047014902e+03 2.840891780252369436e+00 -2.265370100042228163e+00 2.355146919606366986e-03 8.894568359375000000e+03 2.887293333333333430e+04 1.685416666666666742e+03 1.623846666666666715e+04 6.800000000000000000e+01 1.521557811447256088e+09
8.787238594899803502e+03 2.839969706195877297e+00 -2.261661175650867772e+00 2.375122685565192199e-03 8.894568359375000000e+03 2.863009999999999854e+04 1.672783333333333303e+03 1.605708333333333394e+04 6.800000000000000000e+01 1.521557811569952011e+09
8.787727133058309846e+03 2.839146422123413505e+00 -2.265956954220000874e+00 2.371785518505449466e-03 8.894568359375000000e+03 2.867038333333333503e+04 1.676516666666666652e+03 1.616220000000000073e+04 6.800000000000000000e+01 1.521557811700298071e+09
8.788245428964199164e+03 2.838894812876171514e+00 -2.265527212252477440e+00 2.373656600539774189e-03 8.895886718750000000e+03 2.864778333333333285e+04 1.675616666666666561e+03 1.614658333333333394e+04 6.800000000000000000e+01 1.521557811820245028e+09
8.788674665834041662e+03 2.838720627437404165e+00 -2.266747992612050844e+00 2.373975641147980150e-03 8.895886718750000000e+03 2.864393333333333430e+04 1.675683333333333394e+03 1.616695000000000073e+04 6.800000000000000000e+01 1.521557811922313929e+09
8.789137367755178275e+03 2.838363331325663541e+00 -2.263246298773174292e+00 2.387552425209042706e-03 8.897203125000000000e+03 2.848104999999999927e+04 1.666750000000000000e+03 1.602454999999999927e+04 6.800000000000000000e+01 1.521557812046304941e+09
8.789581548012654821e+03 2.838128457892707512e+00 -2.265629309401807401e+00 2.370477790714699187e-03 8.897203125000000000e+03 2.868620000000000073e+04 1.679150000000000091e+03 1.618228333333333285e+04 6.800000000000000000e+01 1.521557812155355930e+09
8.790025030278931808e+03 2.836946452787751927e+00 -2.253532455181994631e+00 2.383240213673840785e-03 8.897203125000000000e+03 2.853258333333333212e+04 1.672133333333333439e+03 1.592089999999999964e+04 6.800000000000000000e+01 1.521557812274292946e+09
8.790580003285474959e+03 2.836889646493239159e+00 -2.261505486232086692e+00 2.370827662910144577e-03 8.898521484375000000e+03 2.868196666666666715e+04 1.680983333333333348e+03 1.613328333333333285e+04 6.800000000000000000e+01 1.521557812402302027e+09
8.791052565658663298e+03 2.836472500312699818e+00 -2.261182469772416326e+00 2.372781405768301360e-03 8.898521484375000000e+03 2.865834999999999854e+04 1.680299999999999955e+03 1.612151666666666642e+04 6.800000000000000000e+01 1.521557812530328989e+09
8.791560106675864517e+03 2.835907797211273174e+00 -2.262436931675440466e+00 2.371181772586232819e-03 8.898521484375000000e+03 2.867768333333333430e+04 1.682383333333333439e+03 1.616176666666666642e+04 6.800000000000000000e+01 1.521557812665350914e+09
8.792069192769584333e+03 2.835051780327493720e+00 -2.260013430849042493e+00 2.370746384175965310e-03 8.899838867187500000e+03 2.868295000000000073e+04 1.684133333333333439e+03 1.613941666666666606e+04 6.800000000000000000e+01 1.521557812789351940e+09
8.792632600556342368e+03 2.834970039360534599e+00 -2.262471597552832225e+00 2.372771746336742923e-03 8.899838867187500000e+03 2.865846666666666715e+04 1.682833333333333258e+03 1.616664999999999964e+04 6.800000000000000000e+01 1.521557812919919014e+09
8.793084568227672207e+03 2.834257500417725950e+00 -2.258949551882417417e+00 2.377406249781488339e-03 8.901156250000000000e+03 2.860259999999999854e+04 1.680750000000000000e+03 1.608986666666666679e+04 6.800000000000000000e+01 1.521557813037396908e+09
8.793604239796643014e+03 2.833558543628144299e+00 -2.256727904085387149e+00 2.378667549727560889e-03 8.901156250000000000e+03 2.858743333333333430e+04 1.681033333333333303e+03 1.605686666666666679e+04 6.800000000000000000e+01 1.521557813167426109e+09
8.794102408973567435e+03 2.832944422334441548e+00 -2.255187782967046140e+00 2.380364790904206107e-03 8.901156250000000000e+03 2.856704999999999927e+04 1.680866666666666561e+03 1.603056666666666752e+04 6.800000000000000000e+01 1.521557813278448105e+09
8.794521063433881864e+03 2.833014836124997604e+00 -2.266734656391676150e+00 2.375345312913902315e-03 8.902474609375000000e+03 2.862741666666666788e+04 1.684299999999999955e+03 1.624986666666666679e+04 6.800000000000000000e+01 1.521557813399403095e+09
8.795021567698073341e+03 2.831801529973451359e+00 -2.265930731417919120e+00 2.381929561438895452e-03 8.902474609375000000e+03 2.854828333333333285e+04 1.681683333333333394e+03 1.621158333333333394e+04 6.800000000000000000e+01 1.521557813513390064e+09
8.795460392447164850e+03 2.831524179062962610e+00 -2.267380484549684549e+00 2.378488668658456512e-03 8.903793945312500000e+03 2.858958333333333212e+04 1.684583333333333258e+03 1.626310000000000036e+04 6.800000000000000000e+01 1.521557813630357981e+09
8.796040600858803373e+03 2.831623219819131343e+00 -2.256856481159385197e+00 2.390599319733870218e-03 8.903793945312500000e+03 2.844475000000000000e+04 1.675883333333333439e+03 1.600973333333333358e+04 6.800000000000000000e+01 1.521557813766832113e+09
8.796500358801375114e+03 2.830457514331080393e+00 -2.266609050764000433e+00 2.383928117555702587e-03 8.903793945312500000e+03 2.852434999999999854e+04 1.682533333333333303e+03 1.623078333333333285e+04 6.800000000000000000e+01 1.521557813901407003e+09
8.797085168926116239e+03 2.830315149060806057e+00 -2.262656500601498699e+00 2.378824266106477001e-03 8.905111328125000000e+03 2.858554999999999927e+04 1.686383333333333439e+03 1.620375000000000000e+04 6.800000000000000000e+01 1.521557814031410933e+09
8.797564384290042653e+03 2.829624544518619000e+00 -2.267632134863491356e+00 2.373945252633159319e-03 8.905111328125000000e+03 2.864429999999999927e+04 1.691016666666666652e+03 1.632931666666666752e+04 6.800000000000000000e+01 1.521557814140394926e+09
8.798029511237195038e+03 2.829326976117283898e+00 -2.265807607080917219e+00 2.380823169610892832e-03 8.906428710937500000e+03 2.856154999999999927e+04 1.686633333333333439e+03 1.625729999999999927e+04 6.800000000000000000e+01 1.521557814266436100e+09
8.798499153298691454e+03 2.829192913998682002e+00 -2.272426017781551177e+00 2.380013486743091412e-03 8.906428710937500000e+03 2.857126666666666642e+04 1.687433333333333394e+03 1.637301666666666642e+04 6.800000000000000000e+01 1.521557814375396967e+09
8.798943535927734047e+03 2.828329571797531639e+00 -2.264552295502799684e+00 2.380470341264928191e-03 8.906428710937500000e+03 2.856578333333333285e+04 1.688566666666666606e+03 1.625551666666666642e+04 6.800000000000000000e+01 1.521557814501414061e+09
8.799449755083020136e+03 2.827807603194330444e+00 -2.264382195566315481e+00 2.379763610148058831e-03 8.906428710937500000e+03 2.857426666666666642e+04 1.689950000000000045e+03 1.626606666666666752e+04 6.800000000000000000e+01 1.521557814620428085e+09
8.799897211975991013e+03 2.827079044110426320e+00 -2.262201510454763032e+00 2.373982547737123628e-03 8.907748046875000000e+03 2.864384999999999854e+04 1.695299999999999955e+03 1.628201666666666642e+04 6.800000000000000000e+01 1.521557814755738020e+09
8.800503324323055494e+03 2.826669213301586936e+00 -2.269212000448346256e+00 2.376895180670249557e-03 8.907748046875000000e+03 2.860875000000000000e+04 1.693916666666666742e+03 1.638318333333333248e+04 6.800000000000000000e+01 1.521557814878444910e+09
8.800933014727581394e+03 2.825612775557234890e+00 -2.261152345435630373e+00 2.375130981487949544e-03 8.909065429687500000e+03 2.863000000000000000e+04 1.696966666666666697e+03 1.628093333333333248e+04 6.800000000000000000e+01 1.521557814992525101e+09
